post_code,post_date,district,square,bedroom,bathroom,house_direction,has_balcony,has_furniture,has_legal_info,is_hurried,floor,has_basement,house_type,price
257835,"[datetime.datetime(2022, 12, 28, 15, 31)]",Quận 10,61.0,4.0,,,True,False,True,False,2,False,nhà riêng,7.5
257828,"[datetime.datetime(2022, 12, 28, 16, 56)]",Bình Tân,58.0,,,đông,False,False,True,True,3,False,nhà riêng,5.0
257826,"[datetime.datetime(2022, 12, 28, 17, 13)]",Quận 7,70.0,4.0,3.0,,False,False,True,False,1,False,nhà riêng,75.0
257824,"[datetime.datetime(2022, 12, 28, 17, 36)]",Tân Bình,,5.0,,,True,False,False,False,4,False,nhà riêng,5.5
257822,"[datetime.datetime(2022, 12, 28, 17, 53)]",Quận 7,33.0,,3.0,tây,False,False,True,True,1,False,nhà riêng,3.0
257821,"[datetime.datetime(2022, 12, 28, 17, 56)]",Tân Bình,32.0,3.0,3.0,đông-nam,True,True,True,True,4,False,nhà riêng,5.3
257819,"[datetime.datetime(2022, 12, 28, 22, 57)]",Bình Tân,64.0,2.0,1.0,,False,False,True,False,2,False,nhà riêng,4.2
257818,"[datetime.datetime(2022, 12, 28, 23, 18)]",Bình Thạnh,80.0,,,,False,False,True,False,2,False,nhà riêng,7.7
257817,"[datetime.datetime(2022, 12, 28, 23, 35)]",Bình Tân,76.0,,,,False,False,True,False,0,False,nhà riêng,4.7
257815,"[datetime.datetime(2022, 12, 29, 6, 57)]",Quận 7,100.0,,6.0,,False,False,True,False,0,False,nhà riêng,8.0
257814,"[datetime.datetime(2022, 12, 29, 7, 31)]",Quận 7,118.0,,3.0,,False,False,True,True,6,False,nhà riêng,9.3
257813,"[datetime.datetime(2022, 12, 29, 7, 54)]",Quận 7,50.0,4.0,4.0,,False,True,False,False,1,False,nhà riêng,5.38
257812,"[datetime.datetime(2022, 12, 29, 8, 12)]",Quận 7,46.7,3.0,2.0,,True,False,True,False,0,False,nhà riêng,4.92
257806,"[datetime.datetime(2022, 12, 27, 15, 44)]",Bình Thạnh,81.0,9.0,8.0,,False,False,True,False,4,False,nhà riêng,13.8
257805,"[datetime.datetime(2022, 12, 27, 15, 39)]",Thủ Đức,75.0,,3.0,,True,False,False,True,2,False,nhà riêng,38.0
257801,"[datetime.datetime(2022, 12, 27, 15, 26)]",Gò Vấp,260.0,30.0,30.0,,False,False,True,True,8,False,nhà riêng,28.0
257791,"[datetime.datetime(2022, 12, 27, 14, 21)]",Hóc Môn,125.0,,3.0,,True,False,True,False,0,False,nhà riêng,0.72
257787,"[datetime.datetime(2022, 12, 27, 14, 2)]",Bình Thạnh,65.0,2.0,3.0,đông-nam,False,False,True,False,3,False,nhà riêng,6.73
257785,"[datetime.datetime(2022, 12, 27, 13, 51)]",Phú Nhuận,59.5,,,,False,False,True,False,5,False,nhà riêng,4.0
257784,"[datetime.datetime(2022, 12, 27, 13, 33)]",Gò Vấp,56.0,4.0,3.0,,False,False,False,False,3,False,nhà riêng,6.8
257782,"[datetime.datetime(2022, 12, 27, 13, 22)]",Gò Vấp,56.0,3.0,3.0,,False,False,True,False,4,False,nhà riêng,7.7
257772,"[datetime.datetime(2022, 12, 27, 11, 0)]",Gò Vấp,32.0,2.0,,,False,False,True,False,2,False,nhà riêng,3.68
257771,"[datetime.datetime(2022, 12, 27, 10, 47)]",Quận 12,91.0,2.0,2.0,đông,False,False,True,True,0,False,nhà riêng,46.0
257761,"[datetime.datetime(2022, 12, 27, 9, 31)]",Bình Thạnh,50.0,5.0,3.0,,False,False,True,True,6,False,nhà riêng,9.5
257760,"[datetime.datetime(2022, 12, 27, 9, 19)]",Gò Vấp,80.0,4.0,5.0,,False,False,True,True,6,False,nhà riêng,8.4
257754,"[datetime.datetime(2022, 12, 26, 20, 35)]",Bình Thạnh,49.0,2.0,1.0,nam,False,False,False,False,1,False,nhà riêng,4.65
257753,"[datetime.datetime(2022, 12, 26, 21, 4)]",Quận 4,52.0,2.0,2.0,,True,False,True,False,2,False,nhà riêng,4.0
257752,"[datetime.datetime(2022, 12, 26, 21, 9)]",Quận 4,34.0,2.0,3.0,,False,False,False,False,3,False,nhà riêng,6.0
257750,"[datetime.datetime(2022, 12, 26, 22, 32)]",Bình Thạnh,46.0,4.0,3.0,bắc,False,False,False,False,3,False,nhà riêng,5.9
257747,"[datetime.datetime(2022, 12, 27, 0, 10)]",Quận 12,126.0,6.0,6.0,,False,False,True,False,0,False,nhà mặt phố,7.55
257744,"[datetime.datetime(2022, 12, 27, 8, 26)]",Gò Vấp,35.0,2.0,2.0,,False,False,True,False,3,False,nhà riêng,4.18
257741,"[datetime.datetime(2022, 12, 27, 8, 35)]",Bình Thạnh,62.0,5.0,3.0,,False,False,False,False,6,False,nhà riêng,6.2
257729,"[datetime.datetime(2022, 12, 26, 16, 18)]",Gò Vấp,190.0,8.0,6.0,đông-bắc,True,False,False,False,4,False,nhà riêng,21.0
257727,"[datetime.datetime(2022, 12, 26, 15, 54)]",Gò Vấp,95.0,13.0,14.0,,False,False,False,False,5,False,nhà riêng,12.6
257726,"[datetime.datetime(2022, 12, 26, 15, 48)]",Tân Phú,56.0,5.0,5.0,,True,False,True,False,5,False,nhà riêng,6.5
257724,"[datetime.datetime(2022, 12, 26, 15, 31)]",Gò Vấp,56.0,2.0,3.0,tây,False,True,False,False,2,False,nhà riêng,5.5
257713,"[datetime.datetime(2022, 12, 7, 20, 45)]",Quận 1,63.0,5.0,5.0,,False,False,True,True,5,False,nhà riêng,12.5
257712,"[datetime.datetime(2022, 12, 13, 14, 57)]",Quận 8,46.0,1.0,1.0,,False,True,True,False,4,False,nhà riêng,3.9
257711,"[datetime.datetime(2022, 12, 16, 12, 47)]",Quận 10,50.0,4.0,4.0,,False,True,True,True,5,False,nhà riêng,9.8
257709,"[datetime.datetime(2022, 12, 26, 13, 40)]",Phú Nhuận,142.9,5.0,5.0,đông-nam,False,True,True,True,5,False,nhà riêng,6.43
257706,"[datetime.datetime(2022, 12, 26, 13, 52)]",Quận 5,18.0,3.0,4.0,,True,False,True,True,3,False,nhà riêng,2.45
257698,"[datetime.datetime(2022, 12, 26, 14, 23)]",Quận 5,18.0,3.0,4.0,,True,False,True,True,3,False,nhà riêng,2.45
257695,"[datetime.datetime(2022, 12, 25, 17, 5)]",Gò Vấp,40.7,2.0,3.0,,False,False,False,False,2,False,nhà riêng,4.0
257694,"[datetime.datetime(2022, 12, 25, 17, 8)]",Gò Vấp,84.0,4.0,3.0,đông,True,False,False,False,2,False,nhà riêng,5.0
257693,"[datetime.datetime(2022, 12, 25, 17, 33)]",Phú Nhuận,38.0,5.0,4.0,tây-nam,True,False,True,True,4,False,nhà riêng,3.0
257688,"[datetime.datetime(2022, 12, 25, 19, 18)]",Gò Vấp,56.0,3.0,2.0,,False,False,True,True,3,False,nhà riêng,4.5
257687,"[datetime.datetime(2022, 12, 25, 20, 5)]",Bình Thạnh,49.0,1.0,1.0,đông-nam,False,False,False,False,2,False,nhà riêng,4.75
257661,"[datetime.datetime(2022, 12, 26, 10, 49)]",Gò Vấp,70.0,4.0,5.0,,False,False,True,True,8,False,nhà riêng,8.0
257655,"[datetime.datetime(2022, 12, 26, 11, 11)]",Bình Thạnh,25.0,,,,True,False,True,True,3,False,nhà riêng,2.6
257650,"[datetime.datetime(2022, 12, 26, 12, 5)]",Bình Thạnh,72.0,,,,False,False,False,False,0,False,nhà riêng,7.8
257634,"[datetime.datetime(2022, 12, 25, 14, 49)]",Thủ Đức,85.0,2.0,1.0,,False,False,True,True,0,False,nhà riêng,4.7
257633,"[datetime.datetime(2022, 12, 24, 17, 41)]",Phú Nhuận,35.0,2.0,2.0,đông,False,False,True,True,2,False,nhà riêng,6.12
257632,"[datetime.datetime(2022, 12, 24, 17, 47)]",Thủ Đức,60.0,2.0,2.0,,False,True,True,False,2,False,nhà mặt phố,4.2
257631,"[datetime.datetime(2022, 12, 24, 17, 51)]",Thủ Đức,64.0,3.0,3.0,,False,False,False,False,0,False,nhà riêng,5.2
257626,"[datetime.datetime(2022, 12, 24, 21, 44)]",Gò Vấp,44.0,3.0,2.0,tây,False,True,True,False,2,False,nhà riêng,4.43
257617,"[datetime.datetime(2022, 12, 25, 9, 59)]",Gò Vấp,56.0,4.0,3.0,,False,False,True,False,3,False,nhà riêng,5.1
257615,"[datetime.datetime(2022, 12, 25, 10, 7)]",Bình Thạnh,55.0,5.0,5.0,,False,False,False,False,8,False,nhà riêng,7.5
257612,"[datetime.datetime(2022, 12, 25, 11, 10)]",Bình Thạnh,67.0,,3.0,,False,True,True,False,2,False,nhà riêng,8.5
257611,"[datetime.datetime(2022, 12, 25, 14, 0)]",Phú Nhuận,30.0,2.0,3.0,đông-nam,False,True,True,True,3,False,nhà riêng,3.17
257609,"[datetime.datetime(2022, 12, 25, 14, 17)]",Bình Tân,63.0,2.0,2.0,đông-nam,True,False,False,False,2,False,nhà riêng,2.0
257604,"[datetime.datetime(2022, 12, 24, 16, 20)]",Gò Vấp,48.0,4.0,3.0,,False,False,False,False,3,False,nhà riêng,6.05
257603,"[datetime.datetime(2022, 12, 24, 16, 16)]",Gò Vấp,60.0,4.0,5.0,,False,False,True,False,3,False,nhà riêng,6.0
257599,"[datetime.datetime(2022, 12, 23, 16, 56)]",Quận 12,220.0,5.0,6.0,đông,True,False,True,False,6,False,nhà riêng,4.9
257597,"[datetime.datetime(2022, 12, 23, 17, 11)]",Quận 9,51.2,2.0,2.0,,False,True,False,True,2,False,nhà riêng,5.0
257596,"[datetime.datetime(2022, 12, 23, 17, 47)]",Tân Bình,32.8,2.0,2.0,đông-nam,False,False,True,True,2,False,nhà riêng,3.1
257595,"[datetime.datetime(2022, 12, 23, 18, 19)]",Phú Nhuận,15.0,2.0,2.0,,False,False,False,True,2,False,nhà riêng,2.7
257592,"[datetime.datetime(2022, 12, 23, 18, 50)]",Quận 2,237.0,4.0,4.0,đông,True,False,False,False,4,False,nhà riêng,4.0
257591,"[datetime.datetime(2022, 12, 23, 19, 0)]",Gò Vấp,130.0,4.0,3.0,,False,True,False,False,3,False,nhà riêng,5.0
257590,"[datetime.datetime(2022, 12, 23, 19, 53)]",Quận 7,32.0,2.0,2.0,,False,False,True,False,2,False,nhà riêng,3.59
257589,"[datetime.datetime(2022, 12, 23, 20, 34)]",Thủ Đức,93.0,2.0,2.0,,False,True,True,False,0,False,nhà mặt phố,5.05
257577,"[datetime.datetime(2022, 12, 24, 9, 12)]",Bình Tân,48.0,4.0,4.0,,False,False,False,True,4,False,nhà riêng,4.6
257557,"[datetime.datetime(2022, 12, 24, 14, 35)]",Tân Phú,48.0,2.0,2.0,,False,False,True,False,2,False,nhà riêng,4.4
257553,"[datetime.datetime(2022, 12, 23, 16, 42)]",Tân Bình,45.0,5.0,,,False,False,True,False,4,False,nhà riêng,8.1
257537,"[datetime.datetime(2022, 12, 23, 15, 24)]",Tân Phú,65.0,2.0,2.0,tây,False,False,True,False,2,False,nhà riêng,4.6
257536,"[datetime.datetime(2022, 12, 22, 16, 42)]",Bình Thạnh,62.0,4.0,5.0,tây-bắc,True,False,True,True,4,False,nhà riêng,4.0
257535,"[datetime.datetime(2022, 12, 23, 15, 24)]",Quận 10,150.0,5.0,5.0,đông,True,False,True,False,9,False,nhà riêng,3.0
257529,"[datetime.datetime(2022, 12, 23, 14, 40)]",Bình Thạnh,45.0,3.0,3.0,,False,False,True,False,6,False,nhà riêng,7.7
257522,"[datetime.datetime(2022, 12, 23, 14, 11)]",Bình Thạnh,55.0,5.0,5.0,,False,False,False,False,8,False,nhà riêng,7.5
257515,"[datetime.datetime(2022, 12, 22, 16, 41)]",Gò Vấp,55.0,3.0,2.0,,False,False,True,False,3,False,nhà riêng,4.35
257510,"[datetime.datetime(2022, 12, 22, 17, 25)]",Phú Nhuận,52.0,3.0,4.0,đông,False,False,True,False,4,False,nhà riêng,3.98
257507,"[datetime.datetime(2022, 12, 22, 18, 14)]",Quận 9,51.0,2.0,2.0,nam,False,True,True,False,2,False,nhà mặt phố,4.9
257503,"[datetime.datetime(2022, 12, 22, 20, 4)]",Gò Vấp,75.5,5.0,6.0,,False,True,True,True,6,False,nhà riêng,7.8
257501,"[datetime.datetime(2022, 12, 22, 20, 32)]",Bình Thạnh,88.0,3.0,3.0,tây,True,False,True,False,5,False,nhà riêng,7.3
257499,"[datetime.datetime(2022, 12, 22, 22, 58)]",Bình Tân,82.0,,,,False,False,True,False,2,False,nhà riêng,4.9
257498,"[datetime.datetime(2022, 12, 22, 23, 47)]",Bình Tân,70.0,2.0,,,True,False,True,True,3,False,nhà riêng,2.4
257484,"[datetime.datetime(2022, 12, 23, 8, 50)]",Quận 9,85.0,4.0,4.0,,True,True,True,False,3,False,nhà riêng,4.45
257472,"[datetime.datetime(2022, 12, 23, 9, 9)]",Thủ Đức,90.0,3.0,3.0,,False,True,True,False,0,False,nhà mặt phố,5.35
257466,"[datetime.datetime(2022, 12, 23, 9, 32)]",Quận 10,,5.0,5.0,,False,True,False,False,4,False,nhà riêng,13.0
257461,"[datetime.datetime(2022, 12, 23, 9, 45)]",Quận 11,83.0,,,,False,False,True,False,7,True,nhà mặt phố,28.5
257460,"[datetime.datetime(2022, 12, 23, 9, 49)]",Hóc Môn,120.0,,2.0,đông,False,False,True,False,2,False,nhà riêng,0.68
257454,"[datetime.datetime(2022, 12, 23, 10, 27)]",Gò Vấp,62.0,3.0,2.0,,False,False,True,False,4,False,nhà riêng,4.4
257453,"[datetime.datetime(2022, 12, 23, 10, 53)]",Thủ Đức,104.5,,,,False,False,True,False,0,False,nhà riêng,7.0
257448,"[datetime.datetime(2022, 12, 23, 11, 44)]",Bình Thạnh,111.5,,,,False,False,True,False,2,False,nhà riêng,6.0
257445,"[datetime.datetime(2022, 12, 23, 12, 12)]",Phú Nhuận,40.4,5.0,6.0,,False,False,False,False,5,False,nhà riêng,8.0
257444,"[datetime.datetime(2022, 12, 23, 12, 21)]",Bình Tân,95.0,,1.0,tây,False,False,True,True,1,False,nhà riêng,12.5
257439,"[datetime.datetime(2022, 12, 23, 13, 39)]",Thủ Đức,50.4,3.0,3.0,,False,True,True,True,3,False,nhà riêng,4.9
257437,"[datetime.datetime(2022, 12, 23, 13, 46)]",Bình Thạnh,128.0,8.0,4.0,,False,False,True,True,3,False,nhà riêng,21.0
257434,"[datetime.datetime(2022, 12, 23, 14, 3)]",Gò Vấp,48.0,2.0,2.0,,False,False,True,False,2,False,nhà riêng,4.6
257433,"[datetime.datetime(2022, 12, 22, 15, 22)]",Quận 8,38.5,,2.0,đông,False,False,False,True,0,False,nhà riêng,1.75
257432,"[datetime.datetime(2022, 12, 22, 12, 45)]",Bình Thạnh,34.0,2.0,2.0,tây-nam,False,True,False,False,2,False,nhà riêng,5.2
257425,"[datetime.datetime(2022, 12, 22, 14, 9)]",Tân Bình,36.0,2.0,2.0,,False,False,True,True,3,False,nhà riêng,1.75
257418,"[datetime.datetime(2022, 12, 22, 14, 49)]",Quận 7,39.0,2.0,2.0,đông,False,False,True,True,2,False,nhà riêng,1.7
257414,"[datetime.datetime(2022, 12, 22, 11, 38)]",Gò Vấp,49.0,3.0,2.0,,True,True,True,False,3,False,nhà riêng,4.93
257406,"[datetime.datetime(2022, 12, 22, 10, 51)]",Bình Tân,48.0,2.0,2.0,đông,False,False,True,True,2,False,nhà riêng,1.65
257405,"[datetime.datetime(2022, 12, 22, 10, 49)]",Bình Tân,48.0,2.0,2.0,,False,False,True,True,2,False,nhà riêng,1.55
257403,"[datetime.datetime(2022, 12, 22, 10, 46)]",Bình Tân,60.0,2.0,2.0,,False,False,True,True,2,False,nhà riêng,1.65
257402,"[datetime.datetime(2022, 12, 22, 10, 46)]",Bình Thạnh,26.0,2.0,2.0,,False,True,True,False,1,False,nhà riêng,3.97
257394,"[datetime.datetime(2022, 12, 22, 10, 23)]",Thủ Đức,36.0,,,đông,False,False,True,True,3,False,nhà riêng,3.2
257386,"[datetime.datetime(2022, 12, 22, 9, 59)]",Quận 7,40.0,2.0,2.0,đông,False,False,True,True,2,False,nhà riêng,1.79
257384,"[datetime.datetime(2022, 12, 22, 9, 51)]",Quận 7,38.5,2.0,2.0,,False,False,True,False,2,False,nhà riêng,1.7
257381,"[datetime.datetime(2022, 12, 22, 9, 44)]",Quận 4,42.0,,,,False,False,True,True,0,False,nhà riêng,1.85
257380,"[datetime.datetime(2022, 12, 22, 9, 42)]",Tân Bình,68.0,,,,True,False,True,False,3,False,nhà riêng,5.65
257379,"[datetime.datetime(2022, 12, 22, 9, 41)]",Quận 7,45.6,2.0,2.0,đông,False,False,True,False,2,False,nhà riêng,1.75
257378,"[datetime.datetime(2022, 12, 22, 9, 32)]",Quận 12,34.0,,2.0,,False,False,True,True,2,False,nhà riêng,1.55
257377,"[datetime.datetime(2022, 12, 22, 9, 30)]",Quận 7,46.0,2.0,2.0,đông,False,False,True,False,2,False,nhà riêng,1.95
257374,"[datetime.datetime(2022, 12, 22, 9, 19)]",Quận 11,60.0,,,,True,False,True,False,3,False,nhà riêng,1.79
257371,"[datetime.datetime(2022, 12, 13, 14, 1)]",Quận 8,40.0,2.0,2.0,,False,False,False,True,1,False,nhà mặt phố,2.7
257370,"[datetime.datetime(2022, 12, 13, 17, 13)]",Quận 2,106.0,4.0,4.0,,False,True,False,True,5,False,nhà mặt phố,6.2
257369,"[datetime.datetime(2022, 12, 21, 14, 24)]",Quận 8,48.0,2.0,2.0,,False,False,True,True,3,False,nhà riêng,1.85
257368,"[datetime.datetime(2022, 12, 21, 14, 27)]",Bình Tân,48.0,2.0,2.0,đông,False,False,True,True,2,False,nhà riêng,1.75
257367,"[datetime.datetime(2022, 12, 21, 14, 30)]",Bình Tân,48.0,2.0,2.0,đông,False,False,True,True,3,False,nhà riêng,1.85
257366,"[datetime.datetime(2022, 12, 21, 14, 35)]",Bình Thạnh,75.0,2.0,2.0,,False,False,True,False,1,False,nhà riêng,7.1
257364,"[datetime.datetime(2022, 12, 21, 14, 55)]",Bình Tân,100.0,,,,False,False,True,True,5,False,nhà riêng,12.5
257363,"[datetime.datetime(2022, 12, 21, 14, 56)]",Bình Tân,56.0,,,,False,True,True,True,4,False,nhà riêng,6.4
257361,"[datetime.datetime(2022, 12, 21, 15, 3)]",Phú Nhuận,85.2,3.0,4.0,đông-bắc,True,False,True,True,4,False,nhà riêng,3.0
257360,"[datetime.datetime(2022, 12, 21, 15, 6)]",Quận 5,42.0,,,,False,False,True,False,2,False,nhà riêng,6.6
257356,"[datetime.datetime(2022, 12, 21, 15, 16)]",Bình Thạnh,60.0,5.0,5.0,,False,False,False,False,8,False,nhà riêng,7.5
257355,"[datetime.datetime(2022, 12, 21, 15, 41)]",Tân Phú,49.0,2.0,2.0,,False,False,True,False,2,False,nhà mặt phố,5.7
257354,"[datetime.datetime(2022, 12, 21, 15, 42)]",Quận 11,45.0,4.0,,,False,False,False,False,6,False,nhà riêng,10.5
257352,"[datetime.datetime(2022, 12, 21, 15, 45)]",Bình Thạnh,55.0,4.0,5.0,,False,False,False,False,6,False,nhà riêng,6.25
257349,"[datetime.datetime(2022, 12, 21, 15, 55)]",Quận 10,16.0,6.0,7.0,,True,False,False,False,4,False,nhà riêng,12.0
257344,"[datetime.datetime(2022, 12, 21, 16, 32)]",Bình Thạnh,175.0,,,,False,False,True,False,2,False,nhà mặt phố,12.45
257342,"[datetime.datetime(2022, 12, 21, 17, 6)]",Gò Vấp,,3.0,,,False,True,True,False,4,False,nhà riêng,4.2
257337,"[datetime.datetime(2022, 12, 21, 17, 38)]",Gò Vấp,54.0,4.0,,,True,False,True,False,5,False,nhà riêng,5.8
257335,"[datetime.datetime(2022, 12, 21, 17, 54)]",Quận 10,28.0,2.0,3.0,,False,False,True,True,3,False,nhà riêng,5.3
284904,"[datetime.datetime(2023, 12, 2, 14, 14)]",Gò Vấp,40.0,3.0,2.0,tây-nam,False,False,False,False,2,False,nhà riêng,4.3
284896,"[datetime.datetime(2023, 12, 2, 15, 29)]",Thủ Đức,60.0,4.0,4.0,,False,False,True,True,1,False,nhà riêng,15.0
284888,"[datetime.datetime(2023, 12, 2, 19, 21)]",Tân Phú,61.0,5.0,5.0,,False,False,False,False,8,False,nhà riêng,8.9
284885,"[datetime.datetime(2023, 12, 2, 20, 40)]",Tân Phú,96.0,1.0,1.0,,False,False,True,False,2,False,nhà riêng,5.7
284884,"[datetime.datetime(2023, 12, 2, 22, 27)]",Tân Phú,57.0,3.0,3.0,,False,False,True,False,2,False,nhà riêng,3.4
284881,"[datetime.datetime(2023, 12, 2, 22, 57)]",Tân Phú,57.0,3.0,3.0,,False,False,True,False,2,False,nhà riêng,3.4
284872,"[datetime.datetime(2023, 12, 3, 10, 20)]",Gò Vấp,55.0,4.0,5.0,,False,False,True,False,4,False,nhà riêng,7.0
284867,"[datetime.datetime(2023, 12, 3, 12, 12)]",Bình Thạnh,400.0,6.0,2.0,đông,True,False,True,False,0,False,nhà riêng,85.0
284857,"[datetime.datetime(2023, 12, 3, 17, 43)]",Tân Bình,82.0,4.0,2.0,,False,False,True,False,3,False,nhà riêng,6.1
284855,"[datetime.datetime(2023, 12, 3, 19, 33)]",Tân Bình,82.0,4.0,2.0,,False,False,True,False,3,False,nhà riêng,6.1
284854,"[datetime.datetime(2023, 12, 3, 21, 37)]",Bình Thạnh,36.5,5.0,6.0,tây-nam,False,False,False,False,4,False,nhà riêng,5.78
284847,"[datetime.datetime(2023, 12, 4, 6, 12)]",Thủ Đức,40.0,2.0,2.0,,True,False,True,True,2,False,nhà riêng,2.4
284839,"[datetime.datetime(2023, 12, 4, 9, 5)]",Phú Nhuận,,2.0,2.0,,False,False,True,False,3,False,nhà riêng,2.5
284830,"[datetime.datetime(2023, 12, 4, 9, 44)]",Quận 12,65.0,6.0,5.0,bắc,False,True,True,False,0,False,nhà riêng,6.0
284827,"[datetime.datetime(2023, 12, 4, 10, 29)]",Bình Tân,67.5,4.0,5.0,,False,False,False,False,6,False,nhà riêng,6.5
282102,"[datetime.datetime(2023, 10, 27, 15, 19)]",Tân Bình,42.0,5.0,,,False,False,True,False,4,False,nhà riêng,6.8
282095,"[datetime.datetime(2023, 10, 27, 15, 59)]",Tân Bình,72.0,3.0,4.0,bắc,False,False,False,True,5,False,nhà riêng,8.8
282093,"[datetime.datetime(2023, 10, 27, 16, 29)]",Bình Thạnh,36.0,5.0,6.0,,False,False,True,False,8,False,nhà riêng,5.78
282092,"[datetime.datetime(2023, 10, 27, 16, 29)]",Bình Thạnh,45.0,,3.0,nam,False,False,False,False,3,False,nhà riêng,4.5
282083,"[datetime.datetime(2023, 10, 27, 21, 17)]",Gò Vấp,69.0,4.0,6.0,,False,False,True,False,5,False,nhà riêng,7.0
282082,"[datetime.datetime(2023, 10, 27, 21, 39)]",Quận 9,92.0,4.0,4.0,,True,False,False,False,4,False,nhà riêng,5.2
282080,"[datetime.datetime(2023, 10, 27, 22, 39)]",Tân Phú,60.0,3.0,,,False,False,True,False,2,False,nhà riêng,4.2
282079,"[datetime.datetime(2023, 10, 27, 22, 53)]",Tân Phú,110.0,3.0,,,False,False,True,False,3,False,nhà mặt phố,8.4
282075,"[datetime.datetime(2023, 10, 28, 8, 15)]",Tân Phú,60.0,2.0,2.0,tây,False,False,True,False,2,False,nhà riêng,4.1
282063,"[datetime.datetime(2023, 10, 28, 10, 5)]",Thủ Đức,85.0,,,đông,False,True,True,False,7,True,nhà riêng,10.0
282061,"[datetime.datetime(2023, 10, 28, 10, 54)]",Bình Thạnh,70.0,5.0,4.0,,True,False,True,False,4,False,nhà riêng,7.4
282053,"[datetime.datetime(2023, 10, 28, 13, 45)]",Quận 7,63.0,2.0,2.0,,False,False,True,True,2,False,nhà riêng,3.5
282043,"[datetime.datetime(2023, 10, 28, 15, 42)]",Gò Vấp,77.0,,,tây,False,False,True,False,0,False,nhà riêng,7.5
282040,"[datetime.datetime(2023, 10, 28, 16, 10)]",Thủ Đức,52.0,,,,False,False,False,False,0,False,nhà riêng,3.0
282038,"[datetime.datetime(2023, 10, 28, 17, 7)]",Quận 7,200.0,,,,False,False,False,True,4,True,nhà mặt phố,30.0
282037,"[datetime.datetime(2023, 10, 28, 20, 38)]",Bình Tân,80.0,,3.0,,False,False,True,False,5,False,nhà riêng,5.0
282036,"[datetime.datetime(2023, 10, 28, 20, 54)]",Quận 7,45.0,2.0,2.0,,False,False,False,False,2,False,nhà riêng,3.95
257334,"[datetime.datetime(2022, 12, 21, 18, 38)]",Bình Tân,54.0,3.0,2.0,đông,True,False,False,False,4,False,nhà mặt phố,4.0
257333,"[datetime.datetime(2022, 12, 21, 18, 46)]",Tân Bình,63.0,,,nam,False,False,True,False,2,False,nhà riêng,5.51
257331,"[datetime.datetime(2022, 12, 21, 18, 48)]",Gò Vấp,84.0,5.0,6.0,,True,False,True,False,8,False,nhà mặt phố,13.5
257325,"[datetime.datetime(2022, 12, 21, 21, 11)]",Bình Thạnh,62.0,,,,False,False,True,True,6,False,nhà riêng,7.2
257324,"[datetime.datetime(2022, 12, 21, 21, 33)]",Bình Thạnh,72.0,5.0,4.0,,False,False,True,True,4,False,nhà riêng,8.48
257323,"[datetime.datetime(2022, 12, 21, 22, 43)]",Bình Tân,65.0,2.0,,,False,False,True,False,2,False,nhà riêng,5.3
257322,"[datetime.datetime(2022, 12, 21, 22, 52)]",Tân Bình,40.0,2.0,1.0,,True,False,True,True,2,False,nhà riêng,3.6
257321,"[datetime.datetime(2022, 12, 21, 22, 57)]",Tân Bình,40.0,2.0,1.0,,True,False,False,True,2,False,nhà riêng,3.6
257319,"[datetime.datetime(2022, 12, 21, 23, 46)]",Bình Tân,90.0,3.0,3.0,,False,False,True,False,3,False,nhà riêng,4.1
257304,"[datetime.datetime(2022, 12, 22, 8, 48)]",Tân Phú,41.0,2.0,3.0,,True,False,True,False,2,False,nhà riêng,4.2
257300,"[datetime.datetime(2022, 12, 22, 9, 3)]",Quận 12,55.0,3.0,2.0,,False,False,True,True,2,False,nhà riêng,2.7
257298,"[datetime.datetime(2022, 12, 22, 9, 11)]",Quận 7,53.6,3.0,3.0,đông,False,False,True,False,3,False,nhà riêng,2.1
257297,"[datetime.datetime(2022, 12, 22, 9, 11)]",Thủ Đức,50.0,2.0,2.0,,True,False,True,False,0,False,nhà riêng,1.62
257296,"[datetime.datetime(2022, 12, 21, 14, 20)]",Quận 12,200.0,5.0,5.0,tây-nam,True,False,True,False,5,False,nhà mặt phố,5.0
257295,"[datetime.datetime(2022, 12, 21, 14, 19)]",Quận 8,48.0,2.0,2.0,,False,False,True,True,3,False,nhà riêng,1.65
257294,"[datetime.datetime(2022, 12, 21, 14, 17)]",Quận 8,48.0,2.0,2.0,nam,False,False,True,True,2,False,nhà riêng,1.75
257290,"[datetime.datetime(2022, 12, 21, 13, 55)]",Hóc Môn,75.0,,,đông,False,False,True,True,3,False,nhà riêng,0.75
257278,"[datetime.datetime(2022, 12, 21, 11, 58)]",Thủ Đức,82.0,3.0,3.0,,False,False,True,False,1,False,nhà riêng,4.6
257276,"[datetime.datetime(2022, 12, 21, 11, 37)]",Quận 5,42.0,3.0,2.0,,False,False,True,False,2,False,nhà riêng,6.6
257274,"[datetime.datetime(2022, 12, 21, 11, 18)]",Quận 7,45.5,2.0,2.0,đông,False,False,True,False,0,False,nhà riêng,1.42
257271,"[datetime.datetime(2022, 12, 21, 10, 58)]",Quận 3,73.0,8.0,,,False,False,True,True,4,False,nhà mặt phố,15.0
257270,"[datetime.datetime(2022, 12, 21, 10, 56)]",Thủ Đức,370.0,,,,False,False,True,False,0,False,nhà riêng,9.0
257265,"[datetime.datetime(2022, 12, 21, 10, 23)]",Quận 3,45.0,2.0,,,False,False,True,True,0,False,nhà riêng,1.98
