post_code,post_date,district,square,bedroom,bathroom,house_direction,has_balcony,has_furniture,has_legal_info,is_hurried,floor,has_basement,house_type,price
276835,"[datetime.datetime(2023, 8, 29, 16, 18)]",Quận 1,182.0,,,,False,False,True,True,5,False,nhà riêng,69.5
276830,"[datetime.datetime(2023, 8, 28, 15, 5)]",Quận 9,80.0,3.0,2.0,,False,False,True,False,2,False,nhà riêng,2.99
276829,"[datetime.datetime(2023, 8, 28, 15, 9)]",Tân Bình,48.0,3.0,,,False,False,True,True,2,False,nhà riêng,3.65
276828,"[datetime.datetime(2023, 8, 28, 15, 26)]",Bình Tân,40.0,3.0,2.0,đông,False,False,True,False,3,False,nhà riêng,3.0
276816,"[datetime.datetime(2023, 8, 28, 17, 56)]",Phú Nhuận,72.0,4.0,3.0,,False,False,True,True,4,False,nhà riêng,8.3
276808,"[datetime.datetime(2023, 8, 28, 21, 42)]",Tân Bình,33.0,2.0,2.0,,False,False,True,True,2,False,nhà riêng,3.35
276807,"[datetime.datetime(2023, 8, 28, 22, 21)]",Tân Bình,33.0,2.0,2.0,,False,False,True,True,2,False,nhà riêng,3.35
276805,"[datetime.datetime(2023, 8, 28, 22, 31)]",Phú Nhuận,70.0,4.0,5.0,,False,False,True,False,5,False,nhà riêng,10.0
276800,"[datetime.datetime(2023, 8, 29, 5, 46)]",Gò Vấp,60.0,,,,False,True,False,False,7,False,nhà riêng,7.0
276799,"[datetime.datetime(2023, 8, 29, 5, 56)]",Bình Thạnh,35.0,,,,False,False,True,True,5,False,nhà riêng,4.0
276790,"[datetime.datetime(2023, 8, 29, 8, 27)]",Tân Phú,108.0,4.0,4.0,đông,True,False,False,False,3,False,nhà riêng,7.38
276777,"[datetime.datetime(2023, 8, 29, 9, 27)]",Bình Thạnh,90.0,3.0,3.0,đông,True,False,True,False,1,False,nhà riêng,5.5
276758,"[datetime.datetime(2023, 8, 29, 11, 27)]",Quận 9,110.0,5.0,5.0,,False,False,True,False,0,False,nhà riêng,4.0
276757,"[datetime.datetime(2023, 8, 29, 11, 31)]",Thủ Đức,617.5,4.0,4.0,đông,False,False,True,False,2,False,nhà riêng,55.0
276755,"[datetime.datetime(2023, 8, 29, 12, 26)]",Quận 8,64.0,2.0,3.0,,False,False,True,False,3,False,nhà mặt phố,7.1
276754,"[datetime.datetime(2023, 8, 29, 12, 41)]",Tân Phú,60.0,,,,False,False,True,False,0,False,nhà riêng,5.4
276753,"[datetime.datetime(2023, 8, 29, 12, 44)]",Quận 8,52.4,2.0,2.0,tây,False,False,True,False,2,False,nhà riêng,5.38
276748,"[datetime.datetime(2023, 8, 29, 13, 52)]",Phú Nhuận,42.0,4.0,4.0,,False,True,True,False,5,False,nhà riêng,5.0
276729,"[datetime.datetime(2023, 8, 29, 15, 39)]",Quận 9,23.0,1.0,1.0,tây-nam,True,False,True,False,2,False,nhà riêng,1.9
276728,"[datetime.datetime(2023, 8, 29, 15, 49)]",Tân Phú,60.0,,,,False,False,True,False,0,False,nhà riêng,5.4
276726,"[datetime.datetime(2023, 8, 29, 15, 56)]",Bình Thạnh,50.0,3.0,2.0,đông,True,False,True,False,3,False,nhà riêng,5.0
276715,"[datetime.datetime(2023, 8, 28, 9, 52)]",Thủ Đức,70.0,,1.0,đông,False,False,False,False,5,False,nhà riêng,6.0
276711,"[datetime.datetime(2023, 8, 28, 10, 33)]",Quận 7,118.0,4.0,3.0,đông-nam,True,False,True,False,3,False,nhà riêng,4.0
276707,"[datetime.datetime(2023, 8, 28, 11, 33)]",Thủ Đức,56.0,,,đông,False,False,False,False,5,False,nhà mặt phố,12.0
284188,"[datetime.datetime(2023, 11, 13, 14, 29)]",Thủ Đức,240.0,3.0,4.0,đông,False,True,True,False,2,False,nhà riêng,13.0
284187,"[datetime.datetime(2023, 11, 13, 14, 34)]",Nhà Bè,210.0,4.0,4.0,nam,True,False,True,False,1,False,nhà mặt phố,33.6
284177,"[datetime.datetime(2023, 11, 13, 15, 29)]",Gò Vấp,45.0,3.0,4.0,,False,False,True,False,5,False,nhà riêng,4.5
284172,"[datetime.datetime(2023, 11, 13, 15, 39)]",Bình Tân,72.0,2.0,2.0,,False,False,True,False,2,False,nhà riêng,4.8
284169,"[datetime.datetime(2023, 11, 13, 15, 49)]",Gò Vấp,75.0,4.0,,,False,False,False,False,1,False,nhà riêng,4.0
284158,"[datetime.datetime(2023, 11, 13, 17, 8)]",Gò Vấp,35.0,2.0,3.0,,False,True,True,True,1,False,nhà riêng,4.6
284155,"[datetime.datetime(2023, 11, 13, 17, 45)]",Gò Vấp,58.0,3.0,2.0,tây,True,False,False,False,1,False,nhà riêng,4.9
284154,"[datetime.datetime(2023, 11, 13, 17, 56)]",Bình Tân,54.0,,,,True,False,True,False,4,False,nhà mặt phố,6.1
284149,"[datetime.datetime(2023, 11, 13, 21, 27)]",Gò Vấp,80.0,,3.0,đông,False,True,True,False,5,False,nhà riêng,2.0
284147,"[datetime.datetime(2023, 11, 13, 23, 13)]",Hóc Môn,150.0,,,,False,False,True,False,5,False,nhà mặt phố,10.5
284146,"[datetime.datetime(2023, 11, 13, 23, 42)]",Hóc Môn,60.0,,,,False,False,True,False,4,False,nhà riêng,3.8
284145,"[datetime.datetime(2023, 11, 14, 6, 4)]",Tân Phú,76.0,3.0,3.0,,False,False,True,False,3,False,nhà riêng,5.4
284139,"[datetime.datetime(2023, 11, 14, 8, 39)]",Tân Phú,20.0,6.0,5.0,,False,False,True,False,3,False,nhà mặt phố,16.5
284132,"[datetime.datetime(2023, 11, 14, 9, 10)]",Gò Vấp,42.0,3.0,4.0,,False,False,True,False,5,False,nhà riêng,4.9
284130,"[datetime.datetime(2023, 11, 14, 9, 18)]",Tân Bình,75.0,1.0,1.0,bắc,True,False,True,False,3,False,nhà riêng,8.8
284127,"[datetime.datetime(2023, 11, 14, 9, 24)]",Quận 2,54.0,1.0,1.0,,False,False,True,False,4,False,nhà mặt phố,8.7
284123,"[datetime.datetime(2023, 11, 14, 9, 36)]",Thủ Đức,147.0,,,,False,True,False,True,5,False,nhà mặt phố,22.0
276705,"[datetime.datetime(2023, 8, 28, 11, 36)]",Quận 9,50.0,,,,False,False,False,False,2,False,nhà riêng,3.0
276703,"[datetime.datetime(2023, 8, 28, 11, 47)]",Phú Nhuận,45.0,4.0,3.0,đông-bắc,True,False,True,False,3,False,nhà riêng,5.0
276692,"[datetime.datetime(2023, 8, 28, 14, 0)]",Tân Bình,48.0,3.0,,,False,False,True,True,2,False,nhà riêng,3.65
276680,"[datetime.datetime(2023, 8, 27, 17, 43)]",Bình Tân,110.0,6.0,6.0,đông,False,True,True,False,6,False,nhà mặt phố,8.0
276679,"[datetime.datetime(2023, 8, 27, 17, 56)]",Tân Phú,100.0,5.0,4.0,nam,True,True,True,False,3,False,nhà mặt phố,10.58
276678,"[datetime.datetime(2023, 8, 27, 18, 2)]",Phú Nhuận,22.2,3.0,3.0,tây,True,True,True,False,4,False,nhà riêng,3.0
276677,"[datetime.datetime(2023, 8, 27, 18, 7)]",Phú Nhuận,38.0,5.0,4.0,,False,False,True,True,4,False,nhà riêng,5.0
276672,"[datetime.datetime(2023, 8, 27, 22, 2)]",Tân Phú,70.0,,,,False,False,True,False,3,False,nhà riêng,4.8
276670,"[datetime.datetime(2023, 8, 27, 22, 29)]",Tân Phú,60.0,,,,False,True,False,False,2,False,nhà riêng,5.19
276669,"[datetime.datetime(2023, 8, 27, 22, 55)]",Tân Phú,60.0,,,,False,False,True,True,2,False,nhà riêng,5.1
276667,"[datetime.datetime(2023, 8, 27, 23, 25)]",Tân Phú,70.0,,,,False,False,True,False,1,False,nhà riêng,4.8
276665,"[datetime.datetime(2023, 8, 28, 6, 53)]",Phú Nhuận,30.0,3.0,4.0,,False,False,True,False,3,False,nhà riêng,5.5
276663,"[datetime.datetime(2023, 8, 28, 7, 52)]",Tân Phú,34.0,3.0,2.0,,False,False,True,False,6,False,nhà riêng,6.0
276661,"[datetime.datetime(2023, 8, 28, 7, 59)]",Tân Phú,80.0,4.0,4.0,bắc,True,True,True,False,4,False,nhà mặt phố,10.38
276657,"[datetime.datetime(2023, 8, 27, 17, 39)]",Phú Nhuận,24.7,,,,False,True,True,False,4,False,nhà riêng,4.0
276655,"[datetime.datetime(2023, 8, 27, 16, 26)]",Quận 8,80.0,9.0,6.0,nam,False,False,True,False,5,False,nhà mặt phố,13.5
276654,"[datetime.datetime(2023, 8, 27, 16, 8)]",Quận 8,43.0,3.0,2.0,đông,True,False,True,False,1,False,nhà riêng,4.2
276653,"[datetime.datetime(2023, 8, 27, 16, 3)]",Bình Tân,78.0,3.0,2.0,đông,False,False,False,True,3,False,nhà riêng,5.0
276652,"[datetime.datetime(2023, 8, 27, 16, 0)]",Phú Nhuận,10.0,,,,False,True,True,False,5,False,nhà riêng,5.0
276650,"[datetime.datetime(2023, 8, 27, 15, 5)]",Quận 9,80.0,2.0,3.0,,True,False,True,False,0,False,nhà riêng,3.99
276647,"[datetime.datetime(2023, 8, 27, 14, 27)]",Bình Thạnh,30.0,2.0,2.0,đông,True,False,True,False,2,False,nhà riêng,3.6
276645,"[datetime.datetime(2023, 8, 27, 14, 24)]",Bình Thạnh,32.0,4.0,3.0,,True,False,True,False,4,False,nhà riêng,5.0
276641,"[datetime.datetime(2023, 8, 26, 15, 31)]",Tân Phú,48.0,2.0,3.0,,False,False,True,False,4,False,nhà riêng,5.95
276635,"[datetime.datetime(2023, 8, 26, 16, 7)]",Quận 12,44.0,2.0,1.0,đông,False,False,True,False,2,False,nhà riêng,2.6
276633,"[datetime.datetime(2023, 8, 26, 16, 8)]",Phú Nhuận,600.0,,,,False,False,False,False,9,False,nhà riêng,175.0
276630,"[datetime.datetime(2023, 8, 26, 16, 24)]",Bình Tân,68.0,4.0,3.0,,False,False,True,True,6,False,nhà riêng,5.1
276629,"[datetime.datetime(2023, 8, 26, 17, 1)]",Bình Tân,60.0,4.0,5.0,,False,True,True,True,6,False,nhà riêng,4.85
276626,"[datetime.datetime(2023, 8, 26, 19, 11)]",Bình Thạnh,40.0,2.0,2.0,bắc,True,False,True,False,3,False,nhà riêng,5.0
276623,"[datetime.datetime(2023, 8, 26, 21, 7)]",Tân Phú,55.0,3.0,2.0,,False,True,True,True,2,False,nhà riêng,3.1
276622,"[datetime.datetime(2023, 8, 26, 21, 46)]",Bình Thạnh,45.0,,,,True,False,True,True,0,False,nhà riêng,4.2
276619,"[datetime.datetime(2023, 8, 26, 23, 40)]",Tân Phú,55.0,3.0,2.0,,False,True,True,True,2,False,nhà riêng,3.1
276617,"[datetime.datetime(2023, 8, 27, 7, 32)]",Bình Thạnh,45.0,3.0,2.0,đông,True,False,True,False,2,False,nhà riêng,4.5
276606,"[datetime.datetime(2023, 8, 25, 17, 34)]",Tân Phú,50.0,,,,False,False,True,True,3,False,nhà riêng,5.8
276605,"[datetime.datetime(2023, 8, 25, 17, 54)]",Tân Phú,50.0,,,,False,False,True,True,3,False,nhà riêng,5.8
276604,"[datetime.datetime(2023, 8, 25, 18, 3)]",Bình Tân,64.0,,,tây,False,False,False,False,0,False,nhà riêng,3.5
276602,"[datetime.datetime(2023, 8, 25, 18, 13)]",Tân Phú,100.0,4.0,3.0,tây-bắc,True,False,True,True,3,False,nhà mặt phố,8.86
276601,"[datetime.datetime(2023, 8, 25, 18, 16)]",Quận 9,102.0,4.0,5.0,,False,True,True,True,3,False,nhà mặt phố,13.5
276593,"[datetime.datetime(2023, 8, 25, 19, 53)]",Bình Tân,41.0,,,,False,False,False,False,2,False,nhà riêng,3.6
276585,"[datetime.datetime(2023, 8, 25, 22, 41)]",Phú Nhuận,48.0,3.0,3.0,,False,False,True,False,5,False,nhà riêng,4.0
276578,"[datetime.datetime(2023, 8, 26, 8, 19)]",Tân Phú,56.0,4.0,4.0,,False,False,True,False,4,False,nhà riêng,6.5
276577,"[datetime.datetime(2023, 8, 26, 8, 34)]",Bình Thạnh,40.0,3.0,3.0,đông,True,False,True,False,3,False,nhà riêng,5.0
276558,"[datetime.datetime(2023, 8, 26, 12, 2)]",Phú Nhuận,55.0,4.0,4.0,,False,False,True,True,5,False,nhà riêng,6.85
276544,"[datetime.datetime(2023, 8, 26, 14, 25)]",Quận 9,75.0,3.0,2.0,,False,False,True,True,0,False,nhà riêng,3.85
276541,"[datetime.datetime(2023, 8, 26, 14, 41)]",Tân Bình,252.0,,,,False,False,False,False,3,False,nhà riêng,23.5
276540,"[datetime.datetime(2023, 8, 26, 14, 43)]",Quận 3,90.0,,,,False,False,False,True,2,False,nhà riêng,21.0
276534,"[datetime.datetime(2023, 8, 25, 11, 44)]",Bình Thạnh,33.0,2.0,2.0,tây-bắc,True,False,True,False,2,False,nhà riêng,5.5
276532,"[datetime.datetime(2023, 8, 25, 11, 59)]",Bình Thạnh,49.0,4.0,4.0,,False,False,True,True,4,False,nhà riêng,5.85
276530,"[datetime.datetime(2023, 8, 25, 12, 58)]",Quận 10,49.0,3.0,4.0,,False,False,True,False,6,False,nhà riêng,7.5
276528,"[datetime.datetime(2023, 8, 25, 13, 1)]",Quận 10,45.0,5.0,4.0,,False,False,True,False,7,False,nhà mặt phố,11.0
276515,"[datetime.datetime(2023, 8, 25, 14, 41)]",Bình Tân,66.0,,,đông,False,False,False,False,5,False,nhà riêng,6.2
276513,"[datetime.datetime(2023, 8, 25, 14, 53)]",Bình Tân,96.0,4.0,,đông,False,False,True,False,3,False,nhà riêng,5.5
276511,"[datetime.datetime(2023, 8, 25, 14, 59)]",Bình Tân,71.0,,,đông,False,False,False,False,5,False,nhà mặt phố,7.4
276509,"[datetime.datetime(2023, 8, 25, 15, 11)]",Bình Tân,64.0,,,đông,False,False,False,False,4,False,nhà riêng,5.3
276508,"[datetime.datetime(2023, 8, 25, 15, 31)]",Phú Nhuận,142.9,5.0,5.0,,False,True,True,False,5,False,nhà riêng,3.0
276497,"[datetime.datetime(2023, 8, 25, 16, 49)]",Gò Vấp,40.0,2.0,2.0,đông,True,False,True,False,2,False,nhà riêng,3.7
276494,"[datetime.datetime(2023, 8, 25, 11, 35)]",Phú Nhuận,74.6,3.0,3.0,,False,False,False,False,4,False,nhà riêng,3.3
276484,"[datetime.datetime(2023, 8, 25, 9, 52)]",Tân Phú,51.0,2.0,2.0,,False,False,True,False,5,False,nhà riêng,6.0
276483,"[datetime.datetime(2023, 8, 25, 9, 55)]",Tân Phú,30.0,2.0,3.0,,False,False,True,False,4,False,nhà riêng,6.0
276481,"[datetime.datetime(2023, 8, 25, 10, 16)]",Thủ Đức,253.0,,,đông,False,False,True,False,3,False,nhà mặt phố,24.0
276479,"[datetime.datetime(2023, 8, 25, 10, 29)]",Bình Tân,86.0,4.0,3.0,nam,True,False,True,False,3,False,nhà riêng,3.86
276476,"[datetime.datetime(2023, 8, 25, 10, 37)]",Quận 12,60.0,2.0,1.0,,False,False,False,False,0,False,nhà riêng,2.69
276475,"[datetime.datetime(2023, 8, 25, 10, 43)]",Bình Thạnh,45.0,3.0,3.0,,False,False,True,False,4,False,nhà riêng,5.85
276465,"[datetime.datetime(2023, 8, 25, 11, 26)]",Quận 9,50.0,2.0,2.0,,False,False,True,True,0,False,nhà riêng,3.9
276459,"[datetime.datetime(2023, 8, 25, 7, 13)]",Bình Thạnh,35.0,2.0,,tây-nam,True,False,True,False,2,False,nhà riêng,4.5
276455,"[datetime.datetime(2023, 8, 24, 15, 18)]",Quận 12,26.0,2.0,2.0,,True,True,True,False,2,False,nhà riêng,2.1
276453,"[datetime.datetime(2023, 8, 24, 15, 39)]",Hóc Môn,150.0,2.0,2.0,đông,False,False,False,False,0,False,nhà riêng,0.55
276449,"[datetime.datetime(2023, 8, 24, 16, 33)]",Quận 9,60.0,,2.0,,False,False,False,False,2,False,nhà riêng,4.0
276448,"[datetime.datetime(2023, 8, 24, 16, 33)]",Bình Tân,44.0,2.0,,đông,False,False,True,False,3,False,nhà riêng,3.6
276446,"[datetime.datetime(2023, 8, 24, 16, 53)]",Quận 7,60.0,3.0,3.0,đông,False,False,False,False,1,False,nhà mặt phố,13.9
276445,"[datetime.datetime(2023, 8, 24, 17, 3)]",Tân Phú,80.0,,,,False,True,True,True,4,False,nhà mặt phố,10.8
276444,"[datetime.datetime(2023, 8, 24, 19, 7)]",Bình Tân,35.0,,,đông,False,False,True,True,0,False,nhà riêng,3.2
276442,"[datetime.datetime(2023, 8, 24, 20, 9)]",Bình Tân,70.0,,,,False,True,True,False,6,False,nhà riêng,5.0
276439,"[datetime.datetime(2023, 8, 24, 20, 28)]",Bình Tân,45.0,,,đông,False,False,True,True,4,False,nhà riêng,5.5
276436,"[datetime.datetime(2023, 8, 24, 21, 37)]",Bình Tân,32.0,2.0,,,False,False,False,False,2,False,nhà riêng,1.0
276433,"[datetime.datetime(2023, 8, 24, 22, 31)]",Bình Tân,96.0,2.0,,,False,False,False,True,2,False,nhà riêng,3.0
276431,"[datetime.datetime(2023, 8, 24, 22, 38)]",Bình Tân,28.0,,,tây,False,False,False,False,5,False,nhà riêng,3.3
276429,"[datetime.datetime(2023, 8, 24, 22, 53)]",Tân Bình,40.0,4.0,3.0,,False,False,True,False,3,False,nhà riêng,4.5
276428,"[datetime.datetime(2023, 8, 24, 23, 11)]",Quận 7,125.0,,,nam,False,False,True,False,4,False,nhà riêng,18.0
276427,"[datetime.datetime(2023, 8, 24, 23, 15)]",Bình Thạnh,50.0,2.0,1.0,đông-nam,True,False,True,False,2,False,nhà riêng,5.0
276426,"[datetime.datetime(2023, 8, 24, 23, 19)]",Tân Phú,57.0,,,,False,False,False,False,2,False,nhà riêng,3.5
276425,"[datetime.datetime(2023, 8, 23, 16, 18)]",Hóc Môn,43.0,2.0,2.0,,False,False,True,False,2,False,nhà mặt phố,3.0
276419,"[datetime.datetime(2023, 8, 24, 11, 20)]",Gò Vấp,65.0,4.0,4.0,,False,False,True,False,5,False,nhà riêng,6.0
276412,"[datetime.datetime(2023, 8, 24, 11, 29)]",Bình Tân,50.0,2.0,2.0,đông,False,False,True,False,3,False,nhà riêng,3.4
276403,"[datetime.datetime(2023, 8, 24, 12, 4)]",Bình Thạnh,40.0,3.0,,đông,True,False,True,False,2,False,nhà riêng,4.0
276402,"[datetime.datetime(2023, 8, 24, 12, 12)]",Bình Thạnh,60.0,3.0,2.0,,False,False,True,True,1,False,nhà riêng,6.3
276401,"[datetime.datetime(2023, 8, 24, 12, 13)]",Hóc Môn,79.2,,1.0,,False,False,True,True,0,False,nhà riêng,2.0
276400,"[datetime.datetime(2023, 8, 24, 12, 13)]",Hóc Môn,79.2,,1.0,,False,False,True,True,0,False,nhà riêng,195.0
276398,"[datetime.datetime(2023, 8, 24, 12, 43)]",Tân Phú,72.0,,,,False,True,True,False,4,False,nhà mặt phố,10.8
276397,"[datetime.datetime(2023, 8, 24, 12, 55)]",Bình Thạnh,15.0,2.0,2.0,,True,False,False,False,3,False,nhà riêng,1.89
276394,"[datetime.datetime(2023, 8, 24, 13, 44)]",Hóc Môn,56.0,3.0,2.0,,False,False,True,False,1,False,nhà riêng,4.0
276388,"[datetime.datetime(2023, 8, 24, 14, 32)]",Quận 9,85.0,4.0,5.0,bắc,False,True,True,True,3,False,nhà riêng,15.0
276382,"[datetime.datetime(2023, 8, 24, 14, 51)]",Tân Phú,60.0,,,,False,False,True,True,0,False,nhà riêng,4.9
276379,"[datetime.datetime(2023, 8, 24, 15, 7)]",Quận 5,76.0,2.0,2.0,nam,True,False,True,True,2,False,nhà mặt phố,26.0
276372,"[datetime.datetime(2023, 8, 24, 10, 24)]",Phú Nhuận,43.0,5.0,4.0,,False,False,True,False,6,False,nhà mặt phố,9.2
276363,"[datetime.datetime(2023, 8, 24, 11, 7)]",Bình Thạnh,53.5,8.0,8.0,,False,False,True,False,5,False,nhà riêng,6.7
276360,"[datetime.datetime(2023, 8, 23, 22, 52)]",Bình Tân,80.0,4.0,3.0,,False,False,True,True,4,False,nhà riêng,5.5
276358,"[datetime.datetime(2023, 8, 23, 23, 1)]",Bình Tân,80.0,4.0,3.0,đông,False,False,True,True,3,False,nhà riêng,5.0
276357,"[datetime.datetime(2023, 8, 24, 5, 56)]",Tân Phú,30.0,2.0,3.0,,False,False,True,False,4,False,nhà riêng,6.0
276356,"[datetime.datetime(2023, 8, 24, 6, 2)]",Tân Phú,66.0,3.0,1.0,,False,False,True,False,2,False,nhà riêng,5.0
276355,"[datetime.datetime(2023, 8, 24, 6, 15)]",Bình Thạnh,48.0,,,,False,True,True,True,4,False,nhà riêng,5.0
276338,"[datetime.datetime(2023, 8, 23, 15, 20)]",Bình Tân,68.0,4.0,4.0,tây-nam,True,True,False,False,4,False,nhà riêng,5.68
276336,"[datetime.datetime(2023, 8, 23, 15, 32)]",Quận 12,40.0,2.0,2.0,,True,False,True,False,1,False,nhà riêng,2.8
276335,"[datetime.datetime(2023, 8, 23, 15, 36)]",Thủ Đức,250.0,,,,False,True,True,False,5,False,nhà mặt phố,44.0
276332,"[datetime.datetime(2023, 8, 23, 15, 48)]",Hóc Môn,100.0,3.0,1.0,,False,False,True,True,0,False,nhà riêng,0.5
276331,"[datetime.datetime(2023, 8, 23, 15, 54)]",Gò Vấp,47.0,4.0,4.0,,True,True,True,False,5,False,nhà riêng,6.5
276330,"[datetime.datetime(2023, 8, 23, 15, 57)]",Bình Tân,61.0,3.0,2.0,đông,False,False,True,False,4,False,nhà riêng,3.8
276328,"[datetime.datetime(2023, 8, 23, 16, 5)]",Tân Phú,39.0,3.0,2.0,,False,True,True,False,4,False,nhà riêng,2.95
276327,"[datetime.datetime(2023, 8, 23, 16, 6)]",Gò Vấp,,2.0,3.0,,False,True,False,False,4,False,nhà riêng,3.75
276323,"[datetime.datetime(2023, 8, 23, 16, 29)]",Quận 9,114.0,,1.0,,False,False,False,False,0,False,nhà riêng,5.0
276320,"[datetime.datetime(2023, 8, 23, 17, 13)]",Tân Phú,72.0,,,,False,False,True,True,4,False,nhà riêng,10.99
276313,"[datetime.datetime(2023, 8, 23, 18, 20)]",Phú Nhuận,27.4,,4.0,tây,False,False,False,True,4,False,nhà riêng,2.85
276312,"[datetime.datetime(2023, 8, 23, 18, 27)]",Phú Nhuận,21.12,,3.0,tây,True,True,True,False,4,False,nhà riêng,3.0
276310,"[datetime.datetime(2023, 8, 23, 20, 19)]",Tân Phú,72.0,,,,False,True,False,False,5,False,nhà riêng,10.99
276309,"[datetime.datetime(2023, 8, 23, 21, 27)]",Gò Vấp,47.0,4.0,3.0,,False,False,False,False,0,False,nhà riêng,4.18
276294,"[datetime.datetime(2023, 8, 23, 14, 31)]",Quận 5,84.0,2.0,2.0,nam,True,False,True,True,3,False,nhà mặt phố,21.0
276292,"[datetime.datetime(2023, 8, 11, 11, 13)]",Quận 12,55.0,2.0,2.0,,False,False,True,False,1,False,nhà riêng,4.0
276286,"[datetime.datetime(2023, 8, 22, 17, 35)]",Bình Thạnh,44.0,2.0,2.0,tây-bắc,True,False,True,False,2,False,nhà riêng,7.5
276282,"[datetime.datetime(2023, 8, 22, 21, 21)]",Thủ Đức,125.0,,,,False,False,False,False,5,False,nhà riêng,12.0
276280,"[datetime.datetime(2023, 8, 22, 22, 19)]",Bình Tân,36.0,2.0,2.0,đông,False,False,True,True,2,False,nhà riêng,3.1
276278,"[datetime.datetime(2023, 8, 22, 22, 20)]",Bình Tân,54.0,,3.0,đông,False,False,False,False,4,False,nhà riêng,2.25
276270,"[datetime.datetime(2023, 8, 23, 6, 9)]",Tân Bình,33.0,4.0,5.0,,False,False,True,True,8,False,nhà mặt phố,5.5
276260,"[datetime.datetime(2023, 8, 23, 7, 37)]",Phú Nhuận,60.0,2.0,3.0,tây-bắc,True,False,True,False,3,False,nhà riêng,4.0
276256,"[datetime.datetime(2023, 8, 23, 7, 59)]",Bình Tân,52.0,4.0,,,False,False,True,True,2,False,nhà riêng,3.9
276240,"[datetime.datetime(2023, 8, 23, 9, 5)]",Bình Thạnh,68.0,2.0,1.0,,False,False,True,True,1,False,nhà riêng,6.8
276234,"[datetime.datetime(2023, 8, 23, 9, 16)]",Phú Nhuận,55.3,,,bắc,False,False,True,False,2,False,nhà riêng,3.0
276221,"[datetime.datetime(2023, 8, 23, 10, 20)]",Bình Tân,32.0,,,,False,False,False,False,2,False,nhà riêng,2.95
276209,"[datetime.datetime(2023, 8, 23, 11, 13)]",Tân Bình,44.0,2.0,1.0,,False,False,True,False,2,False,nhà riêng,3.0
276205,"[datetime.datetime(2023, 8, 23, 11, 44)]",Phú Nhuận,25.0,2.0,2.0,tây-bắc,True,False,True,False,3,False,nhà riêng,4.0
276204,"[datetime.datetime(2023, 8, 23, 11, 53)]",Thủ Đức,104.0,4.0,4.0,tây,True,True,True,False,4,False,nhà mặt phố,12.8
276201,"[datetime.datetime(2023, 8, 23, 12, 2)]",Gò Vấp,55.0,3.0,2.0,,False,False,True,False,2,False,nhà riêng,4.25
276198,"[datetime.datetime(2023, 8, 23, 12, 29)]",Gò Vấp,46.0,2.0,2.0,,False,False,True,False,2,False,nhà riêng,2.0
276194,"[datetime.datetime(2023, 8, 23, 13, 16)]",Hóc Môn,85.0,,2.0,,False,False,True,False,0,False,nhà mặt phố,4.0
276193,"[datetime.datetime(2023, 8, 23, 13, 17)]",Quận 8,44.0,,,,False,True,True,False,4,False,nhà riêng,7.7
276186,"[datetime.datetime(2023, 8, 22, 14, 57)]",Hóc Môn,75.0,1.0,1.0,,False,False,True,True,0,False,nhà riêng,0.55
276181,"[datetime.datetime(2023, 8, 22, 15, 14)]",Phú Nhuận,38.0,,,,False,False,False,False,3,False,nhà riêng,3.0
276179,"[datetime.datetime(2023, 8, 22, 15, 16)]",Quận 8,54.0,3.0,3.0,đông,False,False,True,False,4,False,nhà riêng,6.6
276169,"[datetime.datetime(2023, 8, 22, 16, 1)]",Bình Tân,70.0,3.0,2.0,đông,False,False,True,True,3,False,nhà riêng,3.4
276168,"[datetime.datetime(2023, 8, 22, 16, 2)]",Tân Phú,39.0,2.0,2.0,tây,False,False,True,False,2,False,nhà riêng,3.3
276164,"[datetime.datetime(2023, 8, 22, 16, 14)]",Tân Bình,50.0,2.0,2.0,,False,False,False,False,2,False,nhà riêng,3.5
276160,"[datetime.datetime(2023, 8, 22, 16, 19)]",Quận 9,168.0,4.0,5.0,,False,False,True,True,3,False,nhà mặt phố,15.0
276157,"[datetime.datetime(2023, 8, 22, 16, 31)]",Quận 9,50.0,,3.0,,False,False,False,False,4,False,nhà riêng,5.0
276155,"[datetime.datetime(2023, 8, 21, 14, 43)]",Bình Thạnh,303.0,,,,False,False,False,True,2,False,nhà riêng,16.0
276147,"[datetime.datetime(2023, 8, 21, 15, 35)]",Tân Phú,80.0,5.0,5.0,đông,False,False,True,False,0,False,nhà mặt phố,8.5
276140,"[datetime.datetime(2023, 8, 21, 16, 13)]",Bình Thạnh,47.0,2.0,2.0,,True,False,True,False,2,False,nhà riêng,4.0
276134,"[datetime.datetime(2023, 8, 21, 16, 44)]",Bình Thạnh,157.0,4.0,4.0,,False,False,True,True,7,True,nhà riêng,12.5
276133,"[datetime.datetime(2023, 8, 21, 16, 50)]",Quận 12,80.0,4.0,3.0,đông,True,False,True,False,2,False,nhà riêng,2.0
276132,"[datetime.datetime(2023, 8, 21, 16, 52)]",Bình Tân,66.0,3.0,,đông,False,False,True,False,6,False,nhà riêng,4.0
276131,"[datetime.datetime(2023, 8, 21, 16, 54)]",Quận 7,64.0,3.0,4.0,nam,True,True,True,True,5,False,nhà riêng,7.29
276117,"[datetime.datetime(2023, 8, 21, 20, 44)]",Tân Phú,75.0,6.0,6.0,đông-nam,True,True,True,False,7,False,nhà cổ,10.98
276116,"[datetime.datetime(2023, 8, 21, 20, 52)]",Quận 9,23.0,2.0,1.0,,True,False,True,True,2,False,nhà riêng,1.9
