url,title,post_code,post_date,district,price,square,bedroom,bathroom
https://batdongsan.vn/0903383017-r276372,0903383017,276372,"[datetime.datetime(2023, 8, 24, 10, 24)]",Phú Nhuận,9.2,43.0,,
https://batdongsan.vn/so-sanh-cua-nhua-gia-go-dai-loan-va-composite-kingdoor-r276371,So sánh cửa nhựa giả gỗ Đài Loan và Composite | KINGDOOR,276371,"[datetime.datetime(2023, 8, 24, 10, 25)]",Thủ Đức,,,,
https://batdongsan.vn/chdv-dong-tien-hang-thang-8pn2-mat-tien-hem-hoan-cong-day-du-r276363,"CHDV dòng tiền hàng tháng 8PN,2 măt tiền hẻm, hoàn công đầy đủ",276363,"[datetime.datetime(2023, 8, 24, 11, 7)]",Bình Thạnh,6.7,53.0,8.0,8.0
https://batdongsan.vn/ban-nha-hem-8m-duong-phan-anh-binh-tan-80m2-3-tang-4-phong-ngu-nhinh-5x-ty-r276360,"Bán Nhà Hẻm 8m- Đường Phan Anh Bình Tân, 80m2- 3 Tầng, 4 Phòng Ngủ, Nhỉnh 5.x Tỷ",276360,"[datetime.datetime(2023, 8, 23, 22, 52)]",Bình Tân,5.5,80.0,4.0,3.0
https://batdongsan.vn/ban-nha-hem-8m-duong-phan-anh-binh-tan-80m2-3-tang-4-phong-ngu-nhinh-5x-ty-r276359,"Bán Nhà Hẻm 8m- Đường Phan Anh Bình Tân, 80m2- 3 Tầng, 4 Phòng Ngủ, Nhỉnh 5.x Tỷ",276359,"[datetime.datetime(2023, 8, 23, 22, 52)]",Bình Tân,5.5,80.0,4.0,3.0
https://batdongsan.vn/nha-hiem-hem-nhua-8m-chi-68trm2-duong-phan-anh-re-nhat-khu-vuc-r276358,Nhà Hiếm ! Hẻm nhựa 8m/ Chỉ 68tr/m2 - Đường Phan Anh - Rẻ nhất Khu vực.,276358,"[datetime.datetime(2023, 8, 23, 23, 1)]",Bình Tân,5.0,80.0,4.0,3.0
https://batdongsan.vn/nha-3-ty-7-nguyen-van-duong-tan-ky-tan-qui-re-bat-ngo-r276357,"NHÀ 3 TỶ 7, NGUYỄN VĂN DƯỠNG, TÂN KỲ, TÂN QUÍ, RẺ BẤT NGỜ.",276357,"[datetime.datetime(2023, 8, 24, 5, 56)]",Tân Phú,6.0,30.0,2.0,3.0
https://batdongsan.vn/nha-dep-hem-to-duong-d-nhuan-1-doi-chu-gia-5-ty-5-xuong-con-5ty-3-r276356,"NHÀ ĐẸP HẺM TO ĐƯỜNG ĐỖ NHUẬN, 1 ĐỜI CHỦ, GIÁ 5 TỶ 5 XUỐNG CÒN 5Tỷ 3",276356,"[datetime.datetime(2023, 8, 24, 6, 2)]",Tân Phú,6.0,,3.0,1.0
https://batdongsan.vn/gan-cau-bong-sat-vach-quan-1-48m2-3-tang-moi-dep-gia-4x-ty-r276355,Gần Cầu Bông sát vách Quận 1 - 48m2 – 3 tầng mới đẹp –  giá 4.x tỷ.,276355,"[datetime.datetime(2023, 8, 24, 6, 15)]",Bình Thạnh,4.9,48.0,,
https://batdongsan.vn/ban-nha-4-tang-45x15m-o-to-dau-nha-gan-mt-go-xoai-bhha-binh-tan-r276338,Bán nhà 4 tầng 4.5x15m- Ô tô đậu nhà- gần MT Gò Xoài-BHH.A- Bình Tân,276338,"[datetime.datetime(2023, 8, 23, 15, 20)]",Bình Tân,5.68,68.0,4.0,4.0
https://batdongsan.vn/ban-nha-tan-chanh-hiep-13-hxt-thong-40m2-nha-moi-2-ty-8-r276336,"Bán nhà Tân Chánh Hiệp 13, HXT THÔNG, 40m2, nhà mới 2 tỷ 8",276336,"[datetime.datetime(2023, 8, 23, 15, 32)]",Quận 12,2.8,40.0,2.0,2.0
https://batdongsan.vn/ban-nha-mat-tien-cho-binh-trieu-co-22-chdv-cho-thue-160trth-tp-thu-duc-r276335,"Bán nhà Mặt tiền chợ Bình Triệu có 22 CHDV cho thuê 160tr/Th, Tp Thủ Đức",276335,"[datetime.datetime(2023, 8, 23, 15, 36)]",Thủ Đức,40.0,250.0,,
https://batdongsan.vn/ket-tien-ban-lo-nha-sau-cho-xuan-thoi-thuong-dan-cu-hien-huu-hoc-mon-r276332,"Kẹt tiền bán lỗ nhà sau chợ Xuân Thới Thượng, dân cư hiện hữu, hóc môn",276332,"[datetime.datetime(2023, 8, 23, 15, 48)]",Hóc Môn,,100.0,3.0,1.0
https://batdongsan.vn/ban-nha-hxh-quang-trung-go-vap-3-tang-chi-65-ty-r276331,"BÁN NHÀ HXH QUANG TRUNG, GÒ VẤP,  3 TẦNG CHỈ 6.5 TỶ",276331,"[datetime.datetime(2023, 8, 23, 15, 54)]",Gò Vấp,6.5,47.0,4.0,4.0
https://batdongsan.vn/ban-nha-1-sec-huong-lo-2-binh-tan-btda-61m2-2-tang-chi-38-ty-lh-0948362610-r276330,"BÁN NHÀ 1 SẸC HƯƠNG LỘ 2 BÌNH TÂN, BTĐA, 61M2, 2 TẦNG CHỈ 3,8 TỶ, LH 0948362610",276330,"[datetime.datetime(2023, 8, 23, 15, 57)]",Bình Tân,3.8,61.0,3.0,2.0
https://batdongsan.vn/nha-4-tang-khu-an-ninh-ly-tue-doan-gan-aeon-tp-295-ty-r276328,"Nhà 4 tầng khu an ninh, Lý Tuệ đoạn gần Aeon TP, 2.95 tỷ",276328,"[datetime.datetime(2023, 8, 23, 16, 5)]",Tân Phú,2.95,39.0,3.0,2.0
https://batdongsan.vn/hem-sat-mat-tien-3-tang-full-noi-that-chi-375-ty-r276327,HẺM SÁT MẶT TIỀN - 3 TẦNG - FULL NỘI THẤT - CHỈ 3.75 TỶ,276327,"[datetime.datetime(2023, 8, 23, 16, 6)]",Gò Vấp,3.75,,2.0,3.0
https://batdongsan.vn/ban-nha-gia-chi-50-trieum2-nha-nam-gan-duong-nguyen-duy-trinh-phuong-phu-huu-r276323,"????Bán nhà giá chỉ 50 triệu/m2, nhà nằm gần đường Nguyễn Duy Trinh, phường Phú Hữu",276323,"[datetime.datetime(2023, 8, 23, 16, 29)]",Quận 9,5.65,114.0,,1.0
https://batdongsan.vn/ban-nha-mat-tien-4m-x-18m-4-tang-phuong-tan-thanh-quan-tan-phu-r276320,Bán nhà mặt tiền 4m x 18m 4 tầng Phường Tân Thành Quận Tân Phú.,276320,"[datetime.datetime(2023, 8, 23, 17, 13)]",Tân Phú,10.99,72.0,,
https://batdongsan.vn/chinh-chu-can-tien-nen-thanh-li-gap-nha-duong-phan-tay-ho-r276313,Chính chủ cần tiền nên thanh lí gấp nhà đường Phan Tây Hồ,276313,"[datetime.datetime(2023, 8, 23, 18, 20)]",Phú Nhuận,2.85,,,
https://batdongsan.vn/nha-dep-moi-xay-hxh-duong-nguyen-van-thuong-p25-binh-thanh-r276312,"Nhà đẹp mới xây HXH đường Nguyễn Văn Thương, P.25, Bình Thạnh",276312,"[datetime.datetime(2023, 8, 23, 18, 27)]",Phú Nhuận,,21.12,,
https://batdongsan.vn/ban-nha-mat-tien-thanh-cong-p-tan-thanhq-tan-phu-dt-4-x18m-4-tang-r276310,"Bán nhà mặt tiền Thành Công, P. Tân Thành,Q. Tân Phú, DT 4 x18m 4 tầng.",276310,"[datetime.datetime(2023, 8, 23, 20, 19)]",Tân Phú,10.99,72.0,,
https://batdongsan.vn/ban-nha-quang-trung-p10-go-vap-43x11m-nhinh-4-ty-r276309,"BÁN NHÀ QUANG TRUNG P.10 GÒ VẤP, 4.3x11M, NHỈNH 4 TỶ",276309,"[datetime.datetime(2023, 8, 23, 21, 27)]",Gò Vấp,4.18,47.0,4.0,3.0
https://batdongsan.vn/chu-qua-ngop-can-ban-gap-nha-cu-mt-dao-tan-quan-5-phu-hop-xay-moi-84m2-chi-21-ty-r276294,"Chủ quá ngộp cần bán gấp nhà cũ MT Đào Tấn Quận 5, phù hợp xây mới, 84m2, chỉ 21 tỷ",276294,"[datetime.datetime(2023, 8, 23, 14, 31)]",Quận 5,21.0,84.0,2.0,2.0
https://batdongsan.vn/nha-moi-xay-hem-xe-hoi-tan-chanh-hiep-q12-55m2-no-hau-gia-4-ty-r276292,"Nhà mới xây, hẻm xe hơi, Tân Chánh Hiệp, Q12, 55m2 nở hậu, giá 4 tỷ",276292,"[datetime.datetime(2023, 8, 11, 11, 13)]",Quận 12,4.0,55.0,2.0,2.0
https://batdongsan.vn/nha-hem-oto-gan-phan-dang-luu-phuong-5-binh-thanh-2-tang-44m2-nhinh-7-ty-r276286,"Nhà hẻm ôtô gần Phan Đăng Lưu, phường 5 - Bình Thạnh, 2 tầng, 44m2, nhỉnh 7 tỷ",276286,"[datetime.datetime(2023, 8, 22, 17, 35)]",Bình Thạnh,7.1,44.0,2.0,2.0
https://batdongsan.vn/ban-nha-1tret-3lau-duong-thong-nhat-p-binh-tho-tp-thu-duc-125-m-gia-125-ty-r276282,"Bán nhà 1Trệt 3Lầu đường Thống Nhất, P. Bình Thọ Tp Thủ Đức, 125 m² Giá 12,5 Tỷ",276282,"[datetime.datetime(2023, 8, 22, 21, 21)]",Thủ Đức,12.5,125.0,,
https://batdongsan.vn/ban-nha-1tret-3lau-duong-thong-nhat-p-binh-tho-tp-thu-duc-125-m-gia-125-ty-r276281,"Bán nhà 1Trệt 3Lầu đường Thống Nhất, P. Bình Thọ Tp Thủ Đức, 125 m² Giá 12,5 Tỷ",276281,"[datetime.datetime(2023, 8, 22, 21, 21)]",Thủ Đức,12.5,125.0,,
https://batdongsan.vn/ban-nha-rien-duong-truong-phuoc-phan-binh-tan-36m2-2-tang-3-phong-ngu-2wc-r276280,"Bán Nhà Riên Đường Trương Phước Phan Bình Tân, 36m2- 2 Tầng, 3 Phòng Ngủ, 2WC",276280,"[datetime.datetime(2023, 8, 22, 22, 19)]",Bình Tân,3.1,36.0,2.0,3.0
https://batdongsan.vn/ban-nha-rien-duong-truong-phuoc-phan-binh-tan-36m2-2-tang-3-phong-ngu-2wc-r276279,"Bán Nhà Riên Đường Trương Phước Phan Bình Tân, 36m2- 2 Tầng, 3 Phòng Ngủ, 2WC",276279,"[datetime.datetime(2023, 8, 22, 22, 19)]",Bình Tân,3.1,36.0,2.0,3.0
https://batdongsan.vn/nha-binh-tan-hiem-co-kho-tim-3-tang-dtsd-54m2-kinh-duong-vuong-2-ty-250-r276278,"NHÀ BÌNH TÂN HIẾM CÓ KHÓ TÌM, 3 TẦNG, DTSD: 54M2, KINH DƯơNG VƯơNG, 2 TỶ 250",276278,"[datetime.datetime(2023, 8, 22, 22, 20)]",Bình Tân,2.25,54.0,,
https://batdongsan.vn/nha-binh-tan-hiem-co-kho-tim-3-tang-dtsd-54m2-kinh-duong-vuong-2-ty-250-r276277,"NHÀ BÌNH TÂN HIẾM CÓ KHÓ TÌM, 3 TẦNG, DTSD: 54M2, KINH DƯơNG VƯơNG, 2 TỶ 250",276277,"[datetime.datetime(2023, 8, 22, 22, 20)]",Bình Tân,2.25,54.0,,
https://batdongsan.vn/mat-tien-ngay-hoang-hoa-tham-p12-tan-binh-5-tang-chi-nhinh-5-ty-r276270,Mặt tiền ngay Hoàng Hoa Thám – P12 Tân Bình – 5 tầng – chỉ nhỉnh 5 tỷ.,276270,"[datetime.datetime(2023, 8, 23, 6, 9)]",Tân Bình,5.5,33.0,,
https://batdongsan.vn/mat-tien-ngay-hoang-hoa-tham-p12-tan-binh-5-tang-chi-nhinh-5-ty-r276269,Mặt tiền ngay Hoàng Hoa Thám – P12 Tân Bình – 5 tầng – chỉ nhỉnh 5 tỷ.,276269,"[datetime.datetime(2023, 8, 23, 6, 9)]",Tân Bình,5.5,33.0,,
https://batdongsan.vn/nha-hem-phan-dinh-phung-phuong-1-phu-nhuan-3-tang-dtsd-60m2-chi-3x-ty-r276260,"Nhà hẻm Phan Đình Phùng, phường 1 - Phú Nhuận, 3 tầng, DTSD 60m2, chỉ 3.x tỷ",276260,"[datetime.datetime(2023, 8, 23, 7, 37)]",Phú Nhuận,3.8,21.0,2.0,3.0
https://batdongsan.vn/nha-hem-phan-dinh-phung-phuong-1-phu-nhuan-3-tang-dtsd-60m2-chi-3x-ty-r276259,"Nhà hẻm Phan Đình Phùng, phường 1 - Phú Nhuận, 3 tầng, DTSD 60m2, chỉ 3.x tỷ",276259,"[datetime.datetime(2023, 8, 23, 7, 37)]",Phú Nhuận,3.8,21.0,2.0,3.0
https://batdongsan.vn/nha-hxt-gan-aeon-mall-tan-phu-4x13m-goc-2-mat-tien-so-dep-r276256,"NHÀ HXT GẦN AEON MALL TÂN PHÚ ( 4x13m ) GÓC 2 MẶT TIỀN, SỔ ĐẸP",276256,"[datetime.datetime(2023, 8, 23, 7, 59)]",Bình Tân,3.9,52.0,4.0,
https://batdongsan.vn/nha-hxt-gan-aeon-mall-tan-phu-4x13m-goc-2-mat-tien-so-dep-r276255,"NHÀ HXT GẦN AEON MALL TÂN PHÚ ( 4x13m ) GÓC 2 MẶT TIỀN, SỔ ĐẸP",276255,"[datetime.datetime(2023, 8, 23, 7, 59)]",Bình Tân,3.9,52.0,4.0,
https://batdongsan.vn/hxh-binh-thanh-xo-viet-nghe-tinh-so-vuong-van-thich-hop-xay-chdv-ban-gap-r276240,"HXH Bình Thạnh, Xô Viết Nghệ Tĩnh, sổ vuông vắn, thích hợp xây CHDV, bán gấp",276240,"[datetime.datetime(2023, 8, 23, 9, 5)]",Bình Thạnh,6.8,68.0,2.0,1.0
https://batdongsan.vn/hxh-binh-thanh-xo-viet-nghe-tinh-so-vuong-van-thich-hop-xay-chdv-ban-gap-r276239,"HXH Bình Thạnh, Xô Viết Nghệ Tĩnh, sổ vuông vắn, thích hợp xây CHDV, bán gấp",276239,"[datetime.datetime(2023, 8, 23, 9, 5)]",Bình Thạnh,6.8,68.0,2.0,1.0
https://batdongsan.vn/nha-khu-an-ninh-hem-duong-ho-bieu-chanh-p11-phu-nhuan-r276234,"Nhà khu an ninh hẻm đường Hồ Biểu Chánh, P.11, Phú Nhuận",276234,"[datetime.datetime(2023, 8, 23, 9, 16)]",Phú Nhuận,3.42,32.5,,
https://batdongsan.vn/nha-khu-an-ninh-hem-duong-ho-bieu-chanh-p11-phu-nhuan-r276233,"Nhà khu an ninh hẻm đường Hồ Biểu Chánh, P.11, Phú Nhuận",276233,"[datetime.datetime(2023, 8, 23, 9, 16)]",Phú Nhuận,3.42,32.5,,
https://batdongsan.vn/nha-32m2-2-tang-no-hau-tinh-lo-10-sat-ten-lua-binh-tan-nhinh-2-ty-r276221,"NHÀ 32M2, 2 TẦNG, NỞ HẬU, TỈNH LỘ 10 SÁT TÊN LỬA BÌNH TÂN, NHỈNH 2 TỶ",276221,"[datetime.datetime(2023, 8, 23, 10, 20)]",Bình Tân,2.95,32.0,,
https://batdongsan.vn/nha-do-xuan-hop-gan-cho-2-lau-vao-o-ngaysan-rongcho-thue-co-dong-tien-tot-r276212,"Nhà Đỗ Xuân Hợp gần chợ, 2 lầu vào ở ngay,sân rộng,cho thuê có dòng tiền tốt .",276212,"[datetime.datetime(2023, 8, 23, 11, 1)]",Quận 9,3.8,60.0,2.0,2.0
https://batdongsan.vn/ban-nha-tran-thai-tongtan-binh-44m2-3-ty-hem-thongso-vuong-khong-qh-r276209,"Bán nhà Trần Thái Tông,Tân Bình, 44m2_3 tỷ, hẻm thông,sổ vuông, không QH",276209,"[datetime.datetime(2023, 8, 23, 11, 13)]",Tân Bình,3.0,44.0,2.0,1.0
https://batdongsan.vn/nha-hem-gan-phan-dang-luu-phuong-5-phu-nhuan-3-tang-ngang-42m-chi-3x-ty-r276205,"NHÀ HẺM GẦN PHAN ĐĂNG LƯU, PHƯỜNG 5 - PHÚ NHUẬN, 3 TẦNG, NGANG 4.2M, CHỈ 3.X TỶ",276205,"[datetime.datetime(2023, 8, 23, 11, 44)]",Phú Nhuận,3.8,25.0,2.0,2.0
https://batdongsan.vn/ban-nha-thu-duc-4x26m-sieu-dep-full-noi-that-r276204,"BÁN NHÀ THỦ ĐỨC (4x26M) - SIÊU ĐẸP, FULL NỘI THẤT",276204,"[datetime.datetime(2023, 8, 23, 11, 53)]",Thủ Đức,12800000000.0,104.0,4.0,5.0
https://batdongsan.vn/qgv-ban-nha-hem-xe-hoi-gan-duong-phan-huy-ich-55m2-nhinh-4-ty-r276201,"QGV. Bán nhà hẻm xe hơi gần đường Phan Huy Ích, 55m2, nhỉnh 4 tỷ.",276201,"[datetime.datetime(2023, 8, 23, 12, 2)]",Gò Vấp,4.25,55.0,3.0,2.0
https://batdongsan.vn/gia-295-ty-go-vap-hcm-mat-tien-kinh-doanh-dien-tich-su-dung-46m2-r276198,"Giá 2,95 tỷ, Gò Vấp, Hcm, mặt tiền kinh doanh, diện tích sử dụng 46m2",276198,"[datetime.datetime(2023, 8, 23, 12, 29)]",Gò Vấp,2.95,46.0,2.0,2.0
https://batdongsan.vn/gia-295-ty-go-vap-hcm-mat-tien-kinh-doanh-dien-tich-su-dung-46m2-r276197,"Giá 2,95 tỷ, Gò Vấp, Hcm, mặt tiền kinh doanh, diện tích sử dụng 46m2",276197,"[datetime.datetime(2023, 8, 23, 12, 29)]",Gò Vấp,2.95,46.0,2.0,2.0
https://batdongsan.vn/0934874723-r276194,0934874723,276194,"[datetime.datetime(2023, 8, 23, 13, 16)]",Hóc Môn,4.0,85.0,,2.0
https://batdongsan.vn/can-ban-nha-duong-ba-trac-sat-q1-44m2-4l-gia-chi-77-ty-tl-r276193,"Cần bán nhà Dương Bá Trạc sát Q1 , 44m2, 4L, giá chỉ 7.7 tỷ (TL)",276193,"[datetime.datetime(2023, 8, 23, 13, 17)]",Quận 8,7.7,44.0,,
https://batdongsan.vn/ket-tien-ban-gap-nha-cap-4-duong-xuan-thoi-son12-xts-hoc-mon-r276186,Kẹt tiền bán gấp nhà cấp 4 đường Xuân Thới Sơn12 XTS Hóc Môn,276186,"[datetime.datetime(2023, 8, 22, 14, 57)]",Hóc Môn,,75.0,1.0,1.0
https://batdongsan.vn/co-mot-khong-hai-nha-dep-gia-re-giam-hon-600tr-con-3ti840-o-thich-quang-duc-phuong-5-phu-nhuan-r276181,"Có một không hai nhà đẹp giá rẻ giảm hơn 600tr còn 3tỉ840 ở Thích Quảng Đức, phường 5, Phú Nhuận",276181,"[datetime.datetime(2023, 8, 22, 15, 14)]",Phú Nhuận,3.84,38.0,,
https://batdongsan.vn/ban-nha-moi-2-lau-hem-xe-hoi-gan-cho-rach-ong-phuong-2-quan-8-lh-0933862860-suong-r276179,Bán nhà mới 2 lầu hẻm xe hơi gần chợ Rạch Ông Phường 2 Quận 8 - LH: 0933862860 Sương,276179,"[datetime.datetime(2023, 8, 22, 15, 16)]",Quận 8,6.6,54.0,,
https://batdongsan.vn/ban-nha-binh-tan-cho-le-van-quoi-bhha-70m2-2t-chi-34-ty-lh-0948362610-r276169,"BÁN NHÀ BÌNH TÂN, CHỢ LÊ VĂN QUỚI, BHHA, 70M2, 2T, CHỈ 3,4 TỶ, LH 0948362610",276169,"[datetime.datetime(2023, 8, 22, 16, 1)]",Bình Tân,3.4,70.0,3.0,2.0
https://batdongsan.vn/nha-2-tang-o-ngay-gan-ngan-hang-sacombank-tay-thanh-33-ty-r276168,"Nhà 2 tầng ở ngay, gần ngân hàng Sacombank Tây Thạnh, 3.3 tỷ",276168,"[datetime.datetime(2023, 8, 22, 16, 2)]",Tân Phú,3.3,39.0,2.0,2.0
https://batdongsan.vn/ban-nha-nguyen-phuc-chu-tan-binh-50m2-no-hau-shr-gia-qua-tot-3-ty-5-r276164,"Bán nhà Nguyễn Phúc Chu, Tân Bình, 50m2, nở hậu, SHR, giá quá tốt 3 tỷ 5",276164,"[datetime.datetime(2023, 8, 22, 16, 14)]",Tân Bình,3.5,50.0,2.0,2.0
https://batdongsan.vn/can-ban-gap-nha-biet-thu-kdc-khang-an-8x21-168m2-1-tret-2-lau-so-hong-hoan-cong-gia-chi-15-ty-tl-r276160,"Cần bán gấp nhà biệt thự KDC Khang An, 8x21 168m2 1 trệt 2 lầu, sổ hồng hoàn công, giá chỉ 15 tỷ TL",276160,"[datetime.datetime(2023, 8, 22, 16, 19)]",Quận 9,15.0,168.0,4.0,5.0
https://batdongsan.vn/chu-xoan-ban-o-to-dau-truoc-nha-3-tang-san-thuong-tang-nhon-phu-a-gia-dau-tu-r276157,CHỦ XOẮN BÁN - Ô TÔ ĐẬU TRƯỚC NHÀ - 3 TẦNG + SÂN THƯỢNG - TĂNG NHƠN PHÚ A - GIÁ ĐẦU TƯ,276157,"[datetime.datetime(2023, 8, 22, 16, 31)]",Quận 9,5.0,50.0,,
https://batdongsan.vn/nha-ngo-tat-to-dt-khung-hon-300m2-chu-ngop-bank-nang-giam-sau-4-ty-chi-con-16-ty-r276155,"NHÀ NGÔ TẤT TỐ DT KHỦNG HƠN 300M2, CHỦ NGỘP BANK NẶNG GIẢM SÂU 4 TỶ CHỈ CÒN 16 TỶ",276155,"[datetime.datetime(2023, 8, 21, 14, 43)]",Bình Thạnh,16.0,303.0,,
https://batdongsan.vn/mat-tien-son-ky-dang-kinh-doanh-thu-nhap-hon-15trthang-85-ty-r276147,"Mặt tiền Sơn Kỳ đang kinh doanh, thu nhập hơn 15tr/tháng, 8.5 tỷ",276147,"[datetime.datetime(2023, 8, 21, 15, 35)]",Tân Phú,8.5,80.0,5.0,5.0
https://batdongsan.vn/nha-sat-mat-tien-no-trang-long-phuong-14-binh-thanh-2-tang-47m2-nhinh-3-ty-r276140,"Nhà sát mặt tiền Nơ Trang Long, phường 14 - Bình Thạnh, 2 tầng, 47m2, nhỉnh 3 tỷ",276140,"[datetime.datetime(2023, 8, 21, 16, 13)]",Bình Thạnh,3.7,47.0,2.0,2.0
https://batdongsan.vn/hem-xe-hoi-thong-vo-duy-ninh-p22-bthanh-nha-cap-4-dt-157m2-ngang-44-x-35-nhinh-12-ty-r276134,"Hẻm Xe Hơi Thông Võ Duy Ninh P.22 BThạnh Nhà Cấp 4, DT 157m2 Ngang 4.4 x 35 Nhỉnh 12 Tỷ",276134,"[datetime.datetime(2023, 8, 21, 16, 44)]",Bình Thạnh,12.5,157.0,4.0,4.0
https://batdongsan.vn/nha-hem-xe-hoi-4-x-10-tret-2-lau-r276133,Nhà hẻm xe hơi 4 x 10 trệt 2 lầu,276133,"[datetime.datetime(2023, 8, 21, 16, 50)]",Quận 12,2.0,80.0,4.0,3.0
https://batdongsan.vn/ban-nha-binh-tri-dong-binh-tan-66m2-2-tang-chi-48-ty-0948362610-r276132,"BÁN NHÀ BÌNH TRỊ ĐÔNG, BÌNH TÂN, 66M2, 2 TẦNG, CHỈ 4,8 TỶ, 0948362610",276132,"[datetime.datetime(2023, 8, 21, 16, 52)]",Bình Tân,4.8,66.0,,
https://batdongsan.vn/ban-gap-nha-hxh-ke-kdc-nam-long-q7-64m2-4-lau-gia-chi-7-ti-hontl-r276131,"Bán gấp nhà HXH kề KDC Nam Long Q7, 64m2, 4 lầu, giá chỉ 7 tỉ hơn(TL)",276131,"[datetime.datetime(2023, 8, 21, 16, 54)]",Quận 7,7.29,64.0,,4.0
https://batdongsan.vn/ban-gap-nha-hxt-nguyen-trai-q5-dtsd-225m-5-tang-6pn-chi-12-ty-tluong-r276125,Bán gấp nhà HXT Nguyễn Trãi Q5 - Dtsd 225m² - 5 tầng - 6pn - Chỉ 12 tỷ t.lượng,276125,"[datetime.datetime(2023, 8, 21, 18, 32)]",Quận 5,1200.0,44.0,6.0,5.0
https://batdongsan.vn/truong-duc-toanbiet-thu-tan-phu-5-tang-thang-may-noi-that-xin-mtkd-dinh-gia-re-r276117,"Trương Đức ToànBiệt thự, Tân Phú, 5 tầng, thang máy, Nội thất xin, MTKD đỉnh Giá rẻ",276117,"[datetime.datetime(2023, 8, 21, 20, 44)]",Tân Phú,10.98,75.0,6.0,4.0
https://batdongsan.vn/can-ban-gap-nha-1-tret-1-lau-2pn-duong-22-so-hong-hoan-cong-hem-xe-hoi-gia-chi-1-ty-9-tl-lh-0388668882-gap-tam-zalo-r276116,"Cần bán gấp nhà 1 trệt 1 lầu 2PN Đường 22, Sổ hồng hoàn công, hẻm xe hơi, giá chỉ 1 tỷ 9 TL, LH: 0388668882 gặp Tâm ( zalo )",276116,"[datetime.datetime(2023, 8, 21, 20, 52)]",Quận 9,1.9,23.0,2.0,1.0
https://batdongsan.vn/ban-nha-duong-19-ke-ben-khu-himlam-p-linh-chieu-thu-duc-dt-77-m-gia-48-ty-r276114,"Bán nhà Đường 19, Kế bên Khu Himlam, P. Linh Chiểu Thủ Đức, dt 77 m² Giá 4,8 Tỷ",276114,"[datetime.datetime(2023, 8, 21, 20, 56)]",Thủ Đức,4.8,77.0,,
https://batdongsan.vn/ban-nha-rien-duong-chien-luoc-binh-tan-32m2-2-tang-2-phong-ngu-2wc-r276110,"Bán Nhà Riên Đường Chiến Lược Bình Tân, 32m2- 2 Tầng, 2 Phòng Ngủ, 2WC",276110,"[datetime.datetime(2023, 8, 21, 22, 15)]",Bình Tân,3.3,32.0,2.0,2.0
https://batdongsan.vn/nha-dep-hem-o-to-5m-5-phut-toi-cv-phu-lam-200m-ra-tinh-lo-10-r276107,"Nhà Đẹp , Hẻm ô tô 5m , 5 Phút tới CV Phú Lâm - 200m Ra Tỉnh Lộ 10",276107,"[datetime.datetime(2023, 8, 21, 22, 16)]",Bình Tân,3.2,32.0,2.0,2.0
https://batdongsan.vn/ban-nha-gia-re-trinh-dinh-trong-quan-tan-phu-ngang-4m-r276105,"Bán nhà giá rẻ, Trịnh Đình Trọng, Quận Tân Phú, Ngang 4m",276105,"[datetime.datetime(2023, 8, 21, 22, 49)]",Tân Phú,3.7,26.0,,
https://batdongsan.vn/hxh-thong-trinh-dinh-trong-p-hoa-thanh-tan-phu-ke-dam-sen-r276104,"HXH Thông, Trịnh Đình Trọng, P. hòa Thạnh, Tân Phú Kế Đầm Sen",276104,"[datetime.datetime(2023, 8, 21, 23, 15)]",Tân Phú,3.7,27.0,,
https://batdongsan.vn/nguyen-son-tan-phu-49m2-nha-cu-tien-xay-sua-moi-gia-nhinh-2-ty-r276102,Nguyễn Sơn – Tân Phú – 49m2 – nhà cũ tiện xây sửa mới – giá nhỉnh 2 tỷ.,276102,"[datetime.datetime(2023, 8, 22, 5, 25)]",Tân Phú,2.6,48.0,,
https://batdongsan.vn/giap-tan-binh-hem-xe-hoi-do-cua-45m2-nha-dep-gia-3x-ty-r276101,Giáp Tân Bình – hẻm xe hơi đỗ cửa – 45m2 – nhà đẹp – giá 3.x tỷ.,276101,"[datetime.datetime(2023, 8, 22, 6, 14)]",Tân Phú,3.8,45.0,,
https://batdongsan.vn/nha-hem-gan-nguyen-kiem-phuong-5-phu-nhuan-2-tang-57m2-chi-4x-ty-r276099,"Nhà hẻm gần Nguyễn Kiệm, phường 5 - Phú Nhuận, 2 tầng, 57m2, chỉ 4.x tỷ",276099,"[datetime.datetime(2023, 8, 22, 6, 32)]",Phú Nhuận,4.7,57.0,3.0,
https://batdongsan.vn/nha-1-tr-1-l-duong-dinh-hoi-hxh-view-cong-vien2pn-full-tien-ich-cach-truc-chinh-100m-r276087,"Nhà 1 TR 1 L Dương Đình Hội, HXH, view công viên,2PN , full tiện ích, cach trục chính 100m",276087,"[datetime.datetime(2023, 8, 22, 9, 20)]",Quận 9,4.75,90.0,2.0,1.0
https://batdongsan.vn/nha-3-tang-5x125m-o-to-do-cua-gan-aeon-tan-phu-595-ty-r276082,"Nhà 3 tầng (5x12.5m), ô tô đỗ cửa, gần Aeon Tân Phú, 5.95 tỷ",276082,"[datetime.datetime(2023, 8, 22, 9, 46)]",Tân Phú,5.95,62.0,3.0,4.0
